Pour Real MadridContre Real Madrid;;;;;;;;;;Total;;;;;Court;;;Moyen;;;Long;;;;;;;;;;
Date;Heure;Comp;Tour;Jour;Tribune;R̩sultat;BM;BE;Adversaire;Cmp;Att;Cmp%;TotDist;DistBut;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;PD;xA;PC;01-mars;PPA;CntSR;Prog;Rapport de match
17/08/2019;17:00;La Liga;Journ̩e 1;Sam;Ext̩rieur;V;3;1;Celta Vigo;372;451;82.5;6686;2237;188;201;93.5;105;118;89.0;57;99;57.6;3;1.6;14;21;7;2;21;Rapport de match
24/08/2019;19:00;La Liga;Journ̩e 2;Sam;Domicile;N;1;1;Valladolid;618;695;88.9;11951;3724;285;304;93.8;230;256;89.8;100;124;80.6;1;1.1;20;58;24;10;49;Rapport de match
01/09/2019;21:00;La Liga;Journ̩e 3;Dim;Ext̩rieur;N;2;2;Villarreal;525;609;86.2;10258;3207;222;239;92.9;213;241;88.4;83;116;71.6;2;1.6;13;55;10;4;62;Rapport de match
14/09/2019;13:00;La Liga;Journ̩e 4;Sam;Domicile;V;3;2;Levante;607;691;87.8;11352;3254;267;290;92.1;247;264;93.6;82;117;70.1;3;2.2;19;37;13;1;43;Rapport de match
18/09/2019;21:00;Champions Lg;Phase de groupe;Mer;Ext̩rieur;D;0;3;fr Paris S-G;504;585;86.2;9902;2524;205;227;90.3;211;233;90.6;78;104;75.0;0;0.6;8;33;9;2;29;Rapport de match
22/09/2019;21:00;La Liga;Journ̩e 5;Dim;Ext̩rieur;V;1;0;Sevilla;402;503;79.9;7725;2415;174;199;87.4;156;176;88.6;61;103;59.2;1;0.9;6;36;11;1;31;Rapport de match
25/09/2019;21:00;La Liga;Journ̩e 6;Mer;Domicile;V;2;0;Osasuna;449;540;83.1;8793;2762;180;202;89.1;193;214;90.2;72;106;67.9;2;0.6;9;27;3;0;39;Rapport de match
28/09/2019;21:00;La Liga;Journ̩e 7;Sam;Ext̩rieur;N;0;0;Atl̩tico Madrid;513;608;84.4;10085;2910;230;246;93.5;176;200;88.0;99;137;72.3;0;0.3;12;47;10;3;38;Rapport de match
01/10/2019;18:55;Champions Lg;Phase de groupe;Mar;Domicile;N;2;2;be Club Brugge;680;772;88.1;12847;4132;291;307;94.8;291;321;90.7;90;116;77.6;2;2.0;23;56;29;4;81;Rapport de match
05/10/2019;16:00;La Liga;Journ̩e 8;Sam;Domicile;V;4;2;Granada;446;526;84.8;8254;2633;202;220;91.8;176;195;90.3;61;94;64.9;4;2.1;14;23;6;2;23;Rapport de match
19/10/2019;21:00;La Liga;Journ̩e 9;Sam;Ext̩rieur;D;0;1;Mallorca;514;596;86.2;9548;3306;237;260;91.2;191;209;91.4;75;103;72.8;0;0.8;12;49;14;2;58;Rapport de match
22/10/2019;22:00 (21:00);Champions Lg;Phase de groupe;Mar;Ext̩rieur;V;1;0;tr Galatasaray;422;529;79.8;7523;2826;206;232;88.8;162;195;83.1;47;75;62.7;1;2.8;20;39;18;2;55;Rapport de match
30/10/2019;21:15;La Liga;Journ̩e 11;Mer;Domicile;V;5;0;Legan̩s;583;671;86.9;10775;3259;278;299;93.0;213;242;88.0;79;102;77.5;3;2.1;16;40;21;3;53;Rapport de match
02/11/2019;21:00;La Liga;Journ̩e 12;Sam;Domicile;N;0;0;Betis;554;650;85.2;11042;3041;236;265;89.1;213;237;89.9;97;127;76.4;0;1.7;16;50;12;3;45;Rapport de match
06/11/2019;21:00;Champions Lg;Phase de groupe;Mer;Domicile;V;6;0;tr Galatasaray;764;847;90.2;14224;3734;340;361;94.2;310;338;91.7;102;123;82.9;5;2.8;17;80;13;2;56;Rapport de match
09/11/2019;18:30;La Liga;Journ̩e 13;Sam;Ext̩rieur;V;4;0;Eibar;527;623;84.6;10471;3457;229;251;91.2;206;226;91.2;84;129;65.1;1;0.8;6;29;15;5;33;Rapport de match
23/11/2019;21:00;La Liga;Journ̩e 14;Sam;Domicile;V;3;1;Real Sociedad;507;598;84.8;9476;2957;249;271;91.9;175;199;87.9;79;108;73.1;3;1.2;16;34;14;4;38;Rapport de match
26/11/2019;21:00;Champions Lg;Phase de groupe;Mar;Domicile;N;2;2;fr Paris S-G;641;713;89.9;10663;3193;341;357;95.5;230;250;92.0;58;80;72.5;1;2.2;20;46;11;2;54;Rapport de match
30/11/2019;13:00;La Liga;Journ̩e 15;Sam;Ext̩rieur;V;2;1;Alav̩s;577;670;86.1;11088;3258;239;256;93.4;239;266;89.8;85;122;69.7;1;0.9;7;50;10;3;35;Rapport de match
07/12/2019;13:00;La Liga;Journ̩e 16;Sam;Domicile;V;2;0;Espanyol;473;582;81.3;8465;2637;214;244;87.7;198;218;90.8;51;97;52.6;2;1.7;15;40;8;1;45;Rapport de match
11/12/2019;21:00;Champions Lg;Phase de groupe;Mer;Ext̩rieur;V;3;1;be Club Brugge;558;654;85.3;10181;3018;257;275;93.5;206;235;87.7;80;114;70.2;3;0.9;9;24;6;1;24;Rapport de match
15/12/2019;21:00;La Liga;Journ̩e 17;Dim;Ext̩rieur;N;1;1;Valencia;652;733;88.9;11932;3291;317;343;92.4;234;252;92.9;88;118;74.6;0;0.9;15;57;13;5;44;Rapport de match
18/12/2019;20:00;La Liga;Journ̩e 10;Mer;Ext̩rieur;N;0;0;Barcelona;486;576;84.4;9088;2716;224;244;91.8;194;211;91.9;64;104;61.5;0;0.9;13;42;9;4;25;Rapport de match
22/12/2019;21:00;La Liga;Journ̩e 18;Dim;Domicile;N;0;0;Athletic Club;674;775;87.0;12592;3505;305;326;93.6;250;281;89.0;105;139;75.5;0;1.3;15;37;16;3;51;Rapport de match
04/01/2020;16:00;La Liga;Journ̩e 19;Sam;Ext̩rieur;V;3;0;Getafe;365;496;73.6;6991;2754;173;201;86.1;122;159;76.7;63;107;58.9;3;2.3;8;16;5;1;16;Rapport de match
08/01/2020;20:00;Supercopa de Espa̱a;Demi-finales;Mer;Ext̩rieur;V;3;1;Valencia;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
12/01/2020;21:00 (19:00);Supercopa de Espa̱a;Finale;Dim;Domicile;V;0 (4);0 (1);Atl̩tico Madrid;;;;;;;;;;;;;;;0;;;;;;;Rapport de match
18/01/2020;16:00;La Liga;Journ̩e 20;Sam;Domicile;V;2;1;Sevilla;506;593;85.3;9105;2806;235;262;89.7;194;213;91.1;64;90;71.1;2;1.0;9;29;7;1;40;Rapport de match
22/01/2020;21:00;Copa del Rey;Seizi̬mes de finale;Mer;Ext̩rieur;V;3;1;Unionistas Sal;;;;;;;;;;;;;;;1;;;;;;;Rapport de match
26/01/2020;21:00;La Liga;Journ̩e 21;Dim;Ext̩rieur;V;1;0;Valladolid;568;668;85.0;10044;2708;275;299;92.0;214;230;93.0;64;101;63.4;1;0.2;7;36;9;4;27;Rapport de match
29/01/2020;21:00;Copa del Rey;Huiti̬mes de finale;Mer;Ext̩rieur;V;4;0;Zaragoza;;;;;;;;;;;;;;;4;;;;;;;Rapport de match
01/02/2020;16:00;La Liga;Journ̩e 22;Sam;Domicile;V;1;0;Atl̩tico Madrid;615;710;86.6;12000;3238;257;282;91.1;248;267;92.9;97;132;73.5;1;1.1;14;46;9;1;51;Rapport de match
06/02/2020;19:00;Copa del Rey;Quarts de finale;Jeu;Domicile;D;3;4;Real Sociedad;;;;;;;;;;;;;;;3;;;;;;;Rapport de match
09/02/2020;16:00;La Liga;Journ̩e 23;Dim;Ext̩rieur;V;4;1;Osasuna;453;564;80.3;8933;2788;189;206;91.7;177;208;85.1;75;127;59.1;3;1.3;11;28;13;4;39;Rapport de match
16/02/2020;21:00;La Liga;Journ̩e 24;Dim;Domicile;N;2;2;Celta Vigo;613;723;84.8;11864;2973;285;309;92.2;215;249;86.3;105;138;76.1;1;0.7;12;62;24;5;59;Rapport de match
22/02/2020;21:00;La Liga;Journ̩e 25;Sam;Ext̩rieur;D;0;1;Levante;557;661;84.3;10549;3532;259;281;92.2;204;239;85.4;87;122;71.3;0;1.4;13;49;20;3;65;Rapport de match
26/02/2020;21:00;Champions Lg;Huiti̬mes de finale;Mer;Domicile;D;1;2;eng Manchester City;502;582;86.3;9653;2683;211;229;92.1;198;217;91.2;83;116;71.6;1;0.9;6;21;11;4;23;Rapport de match
01/03/2020;21:00;La Liga;Journ̩e 26;Dim;Domicile;V;2;0;Barcelona;465;536;86.8;8390;2682;222;241;92.1;172;187;92.0;56;78;71.8;2;0.9;11;35;16;5;33;Rapport de match
08/03/2020;21:00;La Liga;Journ̩e 27;Dim;Ext̩rieur;D;1;2;Betis;487;609;80.0;9456;3006;208;234;88.9;184;224;82.1;84;125;67.2;0;0.6;10;26;16;5;38;Rapport de match
14/06/2020;19:30;La Liga;Journ̩e 28;Dim;Domicile;V;3;1;Eibar;523;623;83.9;10797;3033;187;206;90.8;254;274;92.7;78;125;62.4;1;1.2;4;29;7;1;25;Rapport de match
18/06/2020;22:00;La Liga;Journ̩e 29;Jeu;Domicile;V;3;0;Valencia;667;746;89.4;12281;3363;348;371;93.8;216;235;91.9;98;128;76.6;3;1.5;17;67;17;3;56;Rapport de match
21/06/2020;22:00;La Liga;Journ̩e 30;Dim;Ext̩rieur;V;2;1;Real Sociedad;474;573;82.7;9391;2663;194;209;92.8;195;221;88.2;75;119;63.0;1;0.6;7;18;6;1;21;Rapport de match
24/06/2020;22:00;La Liga;Journ̩e 31;Mer;Domicile;V;2;0;Mallorca;481;538;89.4;9716;2821;196;204;96.1;192;206;93.2;88;112;78.6;1;1.3;12;24;9;1;33;Rapport de match
28/06/2020;22:00;La Liga;Journ̩e 32;Dim;Ext̩rieur;V;1;0;Espanyol;665;763;87.2;12879;3177;312;332;94.0;225;254;88.6;112;143;78.3;1;0.9;8;52;10;2;34;Rapport de match
02/07/2020;22:00;La Liga;Journ̩e 33;Jeu;Domicile;V;1;0;Getafe;536;636;84.3;10258;3039;237;256;92.6;226;258;87.6;69;108;63.9;0;0.8;7;26;7;3;29;Rapport de match
05/07/2020;14:00;La Liga;Journ̩e 34;Dim;Ext̩rieur;V;1;0;Athletic Club;509;601;84.7;10232;3005;207;224;92.4;207;239;86.6;85;115;73.9;0;1.3;7;41;11;5;48;Rapport de match
10/07/2020;22:00;La Liga;Journ̩e 35;Ven;Domicile;V;2;0;Alav̩s;699;778;89.8;13273;3423;309;331;93.4;268;296;90.5;104;126;82.5;1;2.2;15;41;13;1;46;Rapport de match
13/07/2020;22:00;La Liga;Journ̩e 36;Lun;Ext̩rieur;V;2;1;Granada;524;595;88.1;9831;2895;216;229;94.3;221;236;93.6;71;107;66.4;2;0.5;9;30;6;1;28;Rapport de match
16/07/2020;21:00;La Liga;Journ̩e 37;Jeu;Domicile;V;2;1;Villarreal;528;610;86.6;10700;2799;222;233;95.3;205;229;89.5;95;126;75.4;1;0.8;8;34;8;0;33;Rapport de match
19/07/2020;21:00;La Liga;Journ̩e 38;Dim;Ext̩rieur;N;2;2;Legan̩s;615;694;88.6;11550;2998;281;304;92.4;248;261;95.0;79;109;72.5;2;1.2;7;28;8;1;25;Rapport de match
07/08/2020;20:00 (21:00);Champions Lg;Huiti̬mes de finale;Ven;Ext̩rieur;D;1;2;eng Manchester City;444;532;83.5;9147;2435;164;178;92.1;198;226;87.6;74;111;66.7;1;0.5;9;23;5;1;19;Rapport de match
;;;;;;33-11-7;99;43;;24844;29028;85.6;471961;138817;11103;12040;92.2;9602;10705;89.7;3683;5222;70.5;75;57.1;546;1771;539;122;1820;
